月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2026-07-31,2026-05-08,000001.SH,上证综合指数,4179.9524,-3.34442383830291e-05
2026-07-31,2026-05-11,000001.SH,上证综合指数,4225.0207,0.0107820127329679
2026-07-31,2026-05-12,000001.SH,上证综合指数,4214.4891,-0.00249267417790411
2026-07-31,2026-05-13,000001.SH,上证综合指数,4242.572,0.00666341739975085
2026-07-31,2026-05-14,000001.SH,上证综合指数,4177.9175,-0.0152394585171449
2026-07-31,2026-05-15,000001.SH,上证综合指数,4135.3894,-0.0101792579676356
2026-07-31,2026-05-18,000001.SH,上证综合指数,4131.5276,-0.000933841925502721
2026-07-31,2026-05-19,000001.SH,上证综合指数,4169.5378,0.00920003535738201
2026-07-31,2026-05-20,000001.SH,上证综合指数,4162.1845,-0.00176357676862882
2026-07-31,2026-05-21,000001.SH,上证综合指数,4077.2765,-0.0203998645422855
2026-07-31,2026-05-22,000001.SH,上证综合指数,4112.8996,0.00873698411182078
2026-07-31,2026-05-25,000001.SH,上证综合指数,4152.5686,0.00964502026745317
2026-07-31,2026-05-26,000001.SH,上证综合指数,4145.373,-0.00173280701491607
2026-07-31,2026-05-27,000001.SH,上证综合指数,4093.7266,-0.0124588064813467
2026-07-31,2026-05-28,000001.SH,上证综合指数,4098.6358,0.00119920074779789
2026-07-31,2026-05-29,000001.SH,上证综合指数,4068.5691,-0.00733578231078735
2026-07-31,2026-06-01,000001.SH,上证综合指数,4057.74,-0.00266164829300808
2026-07-31,2026-06-02,000001.SH,上证综合指数,4075.1016,0.00427863786245553
2026-07-31,2026-06-03,000001.SH,上证综合指数,4083.974,0.00217722179000401
2026-07-31,2026-06-04,000001.SH,上证综合指数,4057.7811,-0.00641358147725724
2026-07-31,2026-06-05,000001.SH,上证综合指数,4027.7362,-0.00740426830811558
2026-07-31,2026-06-08,000001.SH,上证综合指数,3959.3378,-0.0169818470236457
2026-07-31,2026-06-09,000001.SH,上证综合指数,4010.0307,0.0128033783831225
2026-07-31,2026-06-10,000001.SH,上证综合指数,3993.2258,-0.00419071604613885
2026-07-31,2026-06-11,000001.SH,上证综合指数,3987.0147,-0.0015554091631883
2026-07-31,2026-06-12,000001.SH,上证综合指数,4031.5129,0.0111607815240811
2026-07-31,2026-06-15,000001.SH,上证综合指数,4096.4717,0.0161127600509476
2026-07-31,2026-06-16,000001.SH,上证综合指数,4091.8917,-0.00111803530828736
2026-07-31,2026-06-17,000001.SH,上证综合指数,4108.0762,0.0039552610837672
2026-07-31,2026-06-18,000001.SH,上证综合指数,4090.4813,-0.00428300234547752
2026-07-31,2026-06-22,000001.SH,上证综合指数,4163.0965,0.0177522385935367
2026-07-31,2026-06-23,000001.SH,上证综合指数,4106.2517,-0.0136544516803778
2026-07-31,2026-06-24,000001.SH,上证综合指数,4110.8134,0.00111091582622658
2026-07-31,2026-06-25,000001.SH,上证综合指数,4120.2806,0.00230299920692101
2026-07-31,2026-06-26,000001.SH,上证综合指数,4027.2648,-0.0225751129668208
2026-07-31,2026-06-29,000001.SH,上证综合指数,4073.9017,0.0115802914176391
2026-07-31,2026-06-30,000001.SH,上证综合指数,4094.3972,0.00503092649486359
2026-07-31,2026-07-01,000001.SH,上证综合指数,4112.4453,0.0044079993020707
2026-07-31,2026-07-02,000001.SH,上证综合指数,4028.9038,-0.0203143127520748
2026-07-31,2026-07-03,000001.SH,上证综合指数,4043.6432,0.00365841447988902
2026-07-31,2026-07-06,000001.SH,上证综合指数,4041.2382,-0.00059476068511688
2026-07-31,2026-07-07,000001.SH,上证综合指数,3990.2353,-0.0126206121678252
2026-07-31,2026-07-08,000001.SH,上证综合指数,3970.8797,-0.00485074150890297
2026-07-31,2026-07-09,000001.SH,上证综合指数,4036.5879,0.0165475171660325
2026-07-31,2026-07-10,000001.SH,上证综合指数,3996.1616,-0.0100149683350138
2026-07-31,2026-07-13,000001.SH,上证综合指数,3913.794,-0.0206116789671369
2026-07-31,2026-07-14,000001.SH,上证综合指数,3967.1262,0.0136267263938776
2026-07-31,2026-07-15,000001.SH,上证综合指数,3955.5781,-0.00291094848457307
2026-07-31,2026-07-16,000001.SH,上证综合指数,3882.4126,-0.0184967906461005
2026-07-31,2026-07-17,000001.SH,上证综合指数,3764.1547,-0.0304599001146865
2026-07-31,2026-07-20,000001.SH,上证综合指数,3796.2814,0.00853490426416315
2026-07-31,2026-07-21,000001.SH,上证综合指数,3864.3671,0.0179348401306605
2026-07-31,2026-07-22,000001.SH,上证综合指数,3867.0336,0.000690022436015569
2026-07-31,2026-07-23,000001.SH,上证综合指数,3876.7774,0.0025197091641509
2026-07-31,2026-07-24,000001.SH,上证综合指数,3814.1978,-0.0161421700405084
2026-07-31,2026-07-27,000001.SH,上证综合指数,3858.245,0.0115482212275408
2026-07-31,2026-07-28,000001.SH,上证综合指数,3813.3146,-0.0116452946870921
2026-07-31,2026-07-29,000001.SH,上证综合指数,3828.469,0.00397407546704898
2026-07-31,2026-07-30,000001.SH,上证综合指数,3804.6926,-0.00621041988324844
2026-07-31,2026-07-31,000001.SH,上证综合指数,3832.2624,0.00724626215531843
2026-07-31,2026-05-08,000010.SH,上证180指数,10301.5217,-0.00554355567661891
2026-07-31,2026-05-11,000010.SH,上证180指数,10459.3004,0.0153160576267097
2026-07-31,2026-05-12,000010.SH,上证180指数,10444.2543,-0.00143853789685588
2026-07-31,2026-05-13,000010.SH,上证180指数,10517.2923,0.00699312731211443
2026-07-31,2026-05-14,000010.SH,上证180指数,10311.1132,-0.0196038195116056
2026-07-31,2026-05-15,000010.SH,上证180指数,10180.303,-0.0126863314816483
2026-07-31,2026-05-18,000010.SH,上证180指数,10139.3944,-0.00401840691775091
2026-07-31,2026-05-19,000010.SH,上证180指数,10229.0378,0.00884110001678207
2026-07-31,2026-05-20,000010.SH,上证180指数,10245.9367,0.00165205176971783
2026-07-31,2026-05-21,000010.SH,上证180指数,10089.8742,-0.0152316478785195
2026-07-31,2026-05-22,000010.SH,上证180指数,10154.4551,0.00640056543024081
2026-07-31,2026-05-25,000010.SH,上证180指数,10306.5494,0.0149780858255999
2026-07-31,2026-05-26,000010.SH,上证180指数,10336.9369,0.0029483679571749
2026-07-31,2026-05-27,000010.SH,上证180指数,10192.3835,-0.0139841619812926
2026-07-31,2026-05-28,000010.SH,上证180指数,10144.2893,-0.00471864113040876
2026-07-31,2026-05-29,000010.SH,上证180指数,10108.4038,-0.00353750755116977
2026-07-31,2026-06-01,000010.SH,上证180指数,10035.3293,-0.00722908398257704
2026-07-31,2026-06-02,000010.SH,上证180指数,10117.246,0.00816283128845607
2026-07-31,2026-06-03,000010.SH,上证180指数,10131.9473,0.00145309306504959
2026-07-31,2026-06-04,000010.SH,上证180指数,10050.5292,-0.008035780051876
2026-07-31,2026-06-05,000010.SH,上证180指数,9911.5857,-0.0138244959280355
2026-07-31,2026-06-08,000010.SH,上证180指数,9714.246,-0.0199100028969129
2026-07-31,2026-06-09,000010.SH,上证180指数,9838.8561,0.0128275627362124
2026-07-31,2026-06-10,000010.SH,上证180指数,9799.9188,-0.00395750274262086
2026-07-31,2026-06-11,000010.SH,上证180指数,9783.3952,-0.00168609560315935
2026-07-31,2026-06-12,000010.SH,上证180指数,9913.9325,0.0133427401563007
2026-07-31,2026-06-15,000010.SH,上证180指数,10094.5037,0.0182138823317588
2026-07-31,2026-06-16,000010.SH,上证180指数,10028.1243,-0.00657579629199601
2026-07-31,2026-06-17,000010.SH,上证180指数,10122.2891,0.00939007108238576
2026-07-31,2026-06-18,000010.SH,上证180指数,10108.7025,-0.0013422457969513
2026-07-31,2026-06-22,000010.SH,上证180指数,10373.1054,0.0261559680878927
2026-07-31,2026-06-23,000010.SH,上证180指数,10102.95,-0.0260438306160468
2026-07-31,2026-06-24,000010.SH,上证180指数,10173.7768,0.00701050683216287
2026-07-31,2026-06-25,000010.SH,上证180指数,10287.3668,0.0111649785751149
2026-07-31,2026-06-26,000010.SH,上证180指数,10048.6667,-0.0232032263105463
2026-07-31,2026-06-29,000010.SH,上证180指数,10258.5902,0.0208906819448993
2026-07-31,2026-06-30,000010.SH,上证180指数,10261.079,0.000242606435336468
2026-07-31,2026-07-01,000010.SH,上证180指数,10232.3343,-0.00280133307618036
2026-07-31,2026-07-02,000010.SH,上证180指数,9990.826,-0.0236024638092601
2026-07-31,2026-07-03,000010.SH,上证180指数,10078.9011,0.00881559742908133
2026-07-31,2026-07-06,000010.SH,上证180指数,10134.2842,0.00549495420686297
2026-07-31,2026-07-07,000010.SH,上证180指数,9988.1484,-0.0144199429496954
2026-07-31,2026-07-08,000010.SH,上证180指数,9918.5921,-0.00696388331595077
2026-07-31,2026-07-09,000010.SH,上证180指数,10139.0996,0.0222317338768272
2026-07-31,2026-07-10,000010.SH,上证180指数,10036.9571,-0.0100741194020818
2026-07-31,2026-07-13,000010.SH,上证180指数,9828.692,-0.0207498246654856
